Date,Weight (kg),Equally Favoured Casual Playing Games Played,Equally Favoured Casual Playing Games Won,Equally Favoured Practice Match Games Played,Equally Favoured Practice Match Games Won,Equally Favoured Tournament Match Games Played,Equally Favoured Tournament Match Games Won,Favoured Casual Playing Games Played,Favoured Casual Playing Games Won,Favoured Practice Match Games Played,Favoured Practice Match Games Won,Favoured Tournament Match Games Played,Favoured Tournament Match Games Won,Unfavoured Casual Playing Games Played,Unfavoured Casual Playing Games Won,Unfavoured Practice Match Games Played,Unfavoured Practice Match Games Won,Unfavoured Tournament Match Games Played,Unfavoured Tournament Match Games Won,Very Favoured Casual Playing Games Played,Very Favoured Casual Playing Games Won,Very Favoured Practice Match Games Played,Very Favoured Practice Match Games Won,Very Unfavoured Casual Playing Games Played,Very Unfavoured Casual Playing Games Won,Very Unfavoured Practice Match Games Played,Very Unfavoured Practice Match Games Won,Very Unfavoured Tournament Match Games Played,Very Unfavoured Tournament Match Games Won,Unpredictable Casual Playing Games Played,Unpredictable Casual Playing Games Won,Unpredictable Practice Match Games Played,Unpredictable Practice Match Games Won,Unpredictable Tournament Match Games Played,Unpredictable Tournament Match Games Won,Equally Favoured Casual Playing Duration (min),Equally Favoured Casual Playing Intensity (1-5),Equally Favoured Practice Match Duration (min),Equally Favoured Practice Match Intensity (1-5),Equally Favoured Tournament Match Duration (min),Equally Favoured Tournament Match Intensity (1-5),Favoured Casual Playing Duration (min),Favoured Casual Playing Intensity (1-5),Favoured Practice Match Duration (min),Favoured Practice Match Intensity (1-5),Favoured Tournament Match Duration (min),Favoured Tournament Match Intensity (1-5),Unfavoured Casual Playing Duration (min),Unfavoured Casual Playing Intensity (1-5),Unfavoured Practice Match Duration (min),Unfavoured Practice Match Intensity (1-5),Unfavoured Tournament Match Duration (min),Unfavoured Tournament Match Intensity (1-5),Very Favoured Casual Playing Duration (min),Very Favoured Casual Playing Intensity (1-5),Very Favoured Practice Match Duration (min),Very Favoured Practice Match Intensity (1-5),Very Unfavoured Casual Playing Duration (min),Very Unfavoured Casual Playing Intensity (1-5),Very Unfavoured Practice Match Duration (min),Very Unfavoured Practice Match Intensity (1-5),Very Unfavoured Tournament Match Duration (min),Very Unfavoured Tournament Match Intensity (1-5),Unpredictable Casual Playing Duration (min),Unpredictable Casual Playing Intensity (1-5),Unpredictable Practice Match Duration (min),Unpredictable Practice Match Intensity (1-5),Unpredictable Tournament Match Duration (min),Unpredictable Tournament Match Intensity (1-5),Bike Duration (min),Bike Intensity (1-5),Coached Session Duration (min),Coached Session Intensity (1-5),Full Body Duration (min),Full Body Intensity (1-5),Ghosting Duration (min),Ghosting Intensity (1-5),On Court Drills Duration (min),On Court Drills Intensity (1-5),Padel Drills Duration (min),Padel Drills Intensity (1-5),Padel Games Duration (min),Padel Games Intensity (1-5),Padel Training Duration (min),Padel Training Intensity (1-5),Running Duration (min),Running Intensity (1-5),Woodchop Duration (min),Woodchop Intensity (1-5)
2021-04-15,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4,,
2021-04-16,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4,,,,,45,4,,,,,,,,,,
2021-04-17,73.2,,,,,,,,,5,3,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,45,5,,,,,,,,,,,,,,,20,5,,,,,,,,,,,,,,,,,45,4,,,,,,,,,,
2021-04-18,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,4,,
2021-04-19,73.2,,,,,,,,,,,,,,,3,0,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,25,5,,,,,,,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-20,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-21,73.4,,,,,,,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-22,72.5,,,,,,,,,,,,,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,5,,,,,,,,,,,,,,,,,,,,,45,4,,,,,,,,,,,,,,,,
2021-04-23,72.2,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,5,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4,,,,,,,,,,,,,,,,
2021-04-24,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-25,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,4,,
2021-04-26,73.1,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-27,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-28,73.3,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,5,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4,,,,,,,,,,,,,,,,
2021-04-29,72.2,,,,,,,,,,,,,1,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,35,5,,,,,,,,,,,,,,,,,,,,,45,4,,,,,,,,,,,,,,,,
2021-04-30,71.8,3,2,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,20,5,,,,,,,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4,,,,,,,,,,
2021-05-01,71.8,1,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,40,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4,,,,,,,,,,
2021-05-02,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-03,72.4,,,,,,,,,,,,,,,,,,,,,,,2,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05,73.2,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,5,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4,,,,,,,,,,,,,,,,
2021-05-06,72.1,,,,,,,,,,,,,2,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,25,5,,,,,,,,,,,,,,,,,,,,,45,5,,,,,,,,,,,,,,,,
2021-05-07,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,5,,,,,,,,,,,,,,,,,,,,
2021-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,5,,,,,,,,,,,,,,,,,,,,
2021-05-10,71.8,,,,,,,,,,,,,1,0,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,10,5,,,,,,,,,,,40,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-11,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-12,72.6,,,,,,,,,,,,,1,0,,,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,,10,5,,,,,,,,,,,40,5,,,,,,,,,,,45,4,,,,,,,,,,,,,,,,
2021-05-13,71.8,,,,,,,,,,,,,2,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,25,5,,,,,,,,,,,,,,,,,,,,,45,4,,,,,,,,,,,,,,,,
2021-05-14,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-15,72.3,2,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4,,,,,,,,,,
2021-05-16,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4,,
2021-05-17,72.7,,,,,,,,,,,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4,,,,,,,,,,
2021-05-18,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-19,73.2,,,,,,,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4,,,,,,,,,,,,,,,,
2021-05-20,71.6,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,5,,,,,,,,,,,,,,,,,,,,,,,45,4,,,,,,,,,,,,,,,,
2021-05-21,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4,,,,,,,,,,
2021-05-22,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,5,,
2021-05-23,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-24,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4,,,,,20,4,,,,,,,,,,
2021-05-25,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,4,,
2021-05-26,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4,,,,,,,,,,,,,,,,
2021-05-27,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,4,,
2021-05-28,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4,,,,,,,,,,,,,,,,
2021-05-29,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-31,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4,,,,,,,,,,,,,,,,
2021-06-01,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4,,,,,,,,,,,,,,,,
2021-06-02,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,4,,
2021-06-03,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,4,,
2021-06-04,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,5,,,,,,,,,,,,,,,,
2021-06-05,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-06,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,5,,
2021-06-07,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,4,,
2021-06-08,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4,,
2021-06-09,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-10,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,4,,,,,,,,,,
2021-06-11,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,5,,,,,,,,,,,,,,,,
2021-06-12,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4,,,,,,,,,,
2021-06-13,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-14,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4,,,,,,,,,,
2021-06-15,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,5,,,,,30,4,,,,,,,,,,
2021-06-16,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-17,73.1,,,,,,,,,,,,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,4,,,,,,,,,,
2021-06-18,71.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,5,,,,,,,,,,,,,,,,
2021-06-19,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,5,,,,,,,,,,
2021-06-20,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-21,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,4,,,,,,,,,,,20,5,,
2021-06-22,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,5,,,,,,,,,,,,,,,,
2021-06-23,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-24,73.3,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,,,,,,,,,,,,,,,,,,,,,45,5,,,,,,,,,,,,,,,,
2021-06-25,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,4,,,,,,,,,,
2021-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,4,,,,,,,,,,
2021-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,4,,,,,,,,,,
2021-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,4,,,,,,,,,,
2021-06-29,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,5,,,,,,,,,,,,,,,,
2021-06-30,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-01,73.8,,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,,,,,,,,,,,,,,,,,45,4,,,,,,,,,,,,,,,,
2021-07-02,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4,,,,,,,,,,
2021-07-03,72.3,,,,,,,,,,,,,5,3,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,,,,,15,5,,,,,,,,,,,,,,,,,,,,,,,30,4,,,,,,,,,,
2021-07-04,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-05,73.6,,,,,,,,,,,,,4,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-06,73.2,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,5,,,,,,,,,,
2021-07-07,73.2,,,,,,,,,,,,,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,5,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-08,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-09,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-10,73.8,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,4,,,,,,,,,,
2021-07-11,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,,
2021-07-12,73.5,,,,,,,,,,,,,1,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-13,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4,,,,,,,,,,,,,,,,
2021-07-14,72.5,5,3,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,30,5,,,,,,,45,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-15,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-16,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,5,,,,,45,4,,,,,,,,,,
2021-07-17,72,6,5,,,,,,,,,,,5,1,,,,,3,3,,,,,,,,,,,,,,,40,5,,,,,,,,,,,30,5,,,,,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-18,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-19,73.5,,,,,,,2,0,,,,,6,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,20,5,,,,,40,5,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-20,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4,,,,,,,,,,,,,,,,
2021-07-21,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4,,,,,,,,,,
2021-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4,,,,,60,5,,,,,,,,,,
2021-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,5,,
2021-07-26,,,,,,,,,,,,,,,,3,0,,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,25,5,,,,,,,35,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4,,,,,,,,,,,,,,,,
2021-07-28,72.5,,,,,,,,,,,,,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-29,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,,
2021-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,,
2021-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4,,,,,,,,,,,,,,
2021-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4,,,,,,,,,,,,,,
2021-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4,,,,,,,,,,,,,,
2021-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4,,,,,,,90,2,,,,,,
2021-08-13,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-14,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-15,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-16,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4,,,240,5,,,,,,,,,,
2021-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,5,40,4,,,120,5,,,,,,,,,,
2021-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,5,45,5,120,5,,,,,,,,,,
2021-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,4,,,,,,,40,3,,
2021-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,4,,,240,4,,,,,,,,,,
2021-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3,,,,,,,,,,,70,5,,
2021-08-23,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-24,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,5,,
2021-08-25,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,5,,
2021-08-26,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,4.75,,
